'attr_id1','attr_id2','schema_matching_similarity_score'
1238,4523,0.54
1240,4523,0.64
1242,4523,0.68
1248,4523,0.64
1249,4523,0.66
1251,4523,0.62
1256,4523,0.64
1257,4523,0.64
1229,4524,0.55
1231,4524,0.7
1232,4524,0.54
1233,4524,0.54
1234,4524,0.54
1235,4524,0.54
1236,4524,0.54
1237,4524,0.54
1238,4524,0.55
1239,4524,0.54
1240,4524,0.78
1241,4524,0.71
1242,4524,0.71
1243,4524,0.54
1244,4524,0.54
1245,4524,0.54
1246,4524,0.54
1248,4524,0.76
1249,4524,0.73
1250,4524,0.73
1251,4524,0.73
1252,4524,0.54
1253,4524,0.54
1254,4524,0.54
1255,4524,0.54
1256,4524,0.7
1257,4524,0.55
1258,4524,0.55
1247,4534,0.53
1247,4539,0.73
1218,5522,0.65
1222,5522,0.53
1228,5522,0.65
1229,5522,0.61
1230,5522,0.67
1231,5522,0.63
1240,5522,0.65
1241,5522,0.61
1242,5522,0.63
1248,5522,0.67
1249,5522,0.66
1250,5522,0.63
1251,5522,0.63
1256,5522,0.63
1257,5522,0.61
1228,5524,0.66
1230,5524,0.62
1231,5524,0.61
1240,5524,0.67
1241,5524,0.63
1242,5524,0.63
1248,5524,0.65
1249,5524,0.63
1250,5524,0.63
1251,5524,0.62
1256,5524,0.53
1234,5525,0.7
1235,5525,0.68
1236,5525,0.66
1237,5525,0.66
1244,5525,0.68
1252,5525,0.66
1253,5525,0.66
1229,5526,0.66
1231,5526,0.56
1235,5526,0.64
1237,5526,0.65
1238,5526,0.65
1256,5526,0.64
1257,5526,0.65
1258,5526,0.68
1219,5527,0.66
1220,5527,0.67
1221,5527,0.7
1222,5527,0.51
1224,5527,0.66
1229,5527,0.51
1234,5527,0.66
1235,5527,0.67
1237,5527,0.65
1238,5527,0.66
1244,5527,0.64
1258,5527,0.66
1220,5528,0.66
1222,5528,0.7
1224,5528,0.64
1228,5528,0.51
1229,5528,0.7
1230,5528,0.64
1231,5528,0.66
1238,5528,0.66
1242,5528,0.66
1248,5528,0.64
1249,5528,0.64
1256,5528,0.68
1257,5528,0.7
1258,5528,0.67
1234,5529,0.64
1235,5529,0.64
1236,5529,0.65
1239,5529,0.65
1244,5529,0.66
1245,5529,0.66
1246,5529,0.66
1252,5529,0.7
1253,5529,0.65
1234,5530,0.64
1235,5530,0.66
1237,5530,0.67
1238,5530,0.67
1244,5530,0.56
1257,5530,0.64
1258,5530,0.66
1226,5531,0.67
1254,5531,0.7
1225,5532,0.64
1254,5532,0.64
1223,5533,0.66
1227,5533,0.7
1232,5533,0.64
1236,5533,0.66
1239,5533,0.66
1243,5533,0.56
1244,5533,0.56
1245,5533,0.7
1246,5533,0.68
1252,5533,0.67
1253,5533,0.66
1228,5534,0.7
1230,5534,0.7
1231,5534,0.65
1240,5534,0.7
1241,5534,0.66
1242,5534,0.67
1248,5534,0.7
1249,5534,0.65
1250,5534,0.66
1251,5534,0.66
1256,5534,0.64
1257,5534,0.56
1231,5535,0.66
1238,5535,0.66
1242,5535,0.66
1248,5535,0.64
1249,5535,0.64
1256,5535,0.68
1257,5535,0.7
1258,5535,0.67
1228,5536,0.7
1229,5536,0.51
1230,5536,0.7
1231,5536,0.66
1240,5536,0.69
1241,5536,0.64
1242,5536,0.66
1248,5536,0.7
1249,5536,0.68
1250,5536,0.66
1251,5536,0.67
1256,5536,0.64
1257,5536,0.64
1218,5537,0.62
1222,5537,0.66
1228,5537,0.66
1229,5537,0.66
1230,5537,0.66
1231,5537,0.7
1238,5537,0.64
1240,5537,0.66
1242,5537,0.7
1248,5537,0.66
1249,5537,0.66
1251,5537,0.56
1256,5537,0.65
1257,5537,0.66
1258,5537,0.64
1227,5538,0.64
1232,5538,0.69
1239,5538,0.66
1243,5538,0.69
1245,5538,0.64
1246,5538,0.66
1255,5538,0.66
1254,5539,0.64
1234,5540,0.7
1235,5540,0.68
1236,5540,0.67
1237,5540,0.66
1244,5540,0.69
1252,5540,0.66
1253,5540,0.67
1234,5541,0.66
1235,5541,0.69
1236,5541,0.64
1237,5541,0.7
1238,5541,0.51
1244,5541,0.66
1252,5541,0.56
1253,5541,0.64
1258,5541,0.64
1219,5542,0.67
1221,5542,0.56
1223,5542,0.66
1227,5542,0.66
1234,5542,0.66
1235,5542,0.66
1236,5542,0.7
1237,5542,0.64
1244,5542,0.66
1245,5542,0.66
1246,5542,0.64
1252,5542,0.65
1253,5542,0.7
1219,5543,0.68
1220,5543,0.64
1221,5543,0.66
1223,5543,0.64
1224,5543,0.66
1234,5543,0.65
1235,5543,0.7
1236,5543,0.66
1237,5543,0.69
1244,5543,0.66
1229,5544,0.66
1231,5544,0.65
1237,5544,0.56
1238,5544,0.7
1242,5544,0.64
1256,5544,0.66
1257,5544,0.67
1258,5544,0.7
1232,5545,0.66
1236,5545,0.56
1239,5545,0.7
1243,5545,0.66
1245,5545,0.66
1246,5545,0.68
1252,5545,0.64
1253,5545,0.56
1228,5546,0.7
1230,5546,0.7
1231,5546,0.64
1240,5546,0.7
1241,5546,0.66
1242,5546,0.66
1248,5546,0.7
1249,5546,0.66
1250,5546,0.66
1251,5546,0.66
1256,5546,0.64
1257,5546,0.56
1218,5547,0.64
1228,5547,0.66
1230,5547,0.64
1240,5547,0.66
1241,5547,0.7
1248,5547,0.64
1249,5547,0.64
1250,5547,0.69
1251,5547,0.66
1222,5548,0.66
1228,5548,0.67
1229,5548,0.66
1230,5548,0.66
1231,5548,0.65
1238,5548,0.56
1240,5548,0.66
1242,5548,0.7
1248,5548,0.66
1249,5548,0.68
1250,5548,0.51
1251,5548,0.64
1256,5548,0.66
1257,5548,0.66
1258,5548,0.51
1232,5549,0.64
1243,5549,0.66
1255,5549,0.7
1234,5550,0.7
1235,5550,0.65
1236,5550,0.66
1237,5550,0.66
1244,5550,0.7
1245,5550,0.51
1252,5550,0.66
1253,5550,0.66
1227,5551,0.69
1232,5551,0.66
1236,5551,0.66
1239,5551,0.66
1243,5551,0.64
1245,5551,0.7
1246,5551,0.69
1252,5551,0.66
1253,5551,0.66
1223,5552,0.66
1227,5552,0.66
1232,5552,0.67
1236,5552,0.64
1239,5552,0.7
1243,5552,0.65
1245,5552,0.65
1246,5552,0.7
1252,5552,0.65
1253,5552,0.64
1247,5553,0.7
1228,5554,0.7
1229,5554,0.56
1230,5554,0.7
1231,5554,0.66
1240,5554,0.69
1241,5554,0.64
1242,5554,0.66
1248,5554,0.7
1249,5554,0.68
1250,5554,0.66
1251,5554,0.67
1256,5554,0.64
1257,5554,0.64
1240,5555,0.66
1241,5555,0.56
1242,5555,0.68
1248,5555,0.65
1249,5555,0.7
1250,5555,0.64
1251,5555,0.66
1256,5555,0.66
1257,5555,0.66
1228,5556,0.66
1230,5556,0.66
1240,5556,0.66
1241,5556,0.69
1242,5556,0.51
1248,5556,0.66
1249,5556,0.64
1250,5556,0.7
1251,5556,0.68
1218,5557,0.66
1228,5557,0.66
1230,5557,0.66
1240,5557,0.66
1241,5557,0.66
1242,5557,0.64
1248,5557,0.66
1249,5557,0.66
1250,5557,0.68
1251,5557,0.7
1219,5558,0.64
1223,5558,0.7
1227,5558,0.66
1234,5558,0.64
1235,5558,0.64
1236,5558,0.65
1239,5558,0.65
1244,5558,0.66
1245,5558,0.66
1246,5558,0.66
1252,5558,0.7
1253,5558,0.65
1234,5559,0.66
1235,5559,0.66
1236,5559,0.7
1237,5559,0.64
1244,5559,0.66
1245,5559,0.66
1246,5559,0.64
1252,5559,0.65
1253,5559,0.7
1226,5561,0.67
1254,5561,0.7
1220,5562,0.64
1222,5562,0.68
1224,5562,0.64
1228,5562,0.64
1229,5562,0.68
1230,5562,0.64
1231,5562,0.68
1238,5562,0.66
1240,5562,0.64
1242,5562,0.66
1248,5562,0.64
1249,5562,0.66
1256,5562,0.7
1257,5562,0.7
1258,5562,0.66
1220,5563,0.65
1222,5563,0.68
1224,5563,0.64
1228,5563,0.56
1229,5563,0.68
1230,5563,0.64
1231,5563,0.65
1238,5563,0.67
1240,5563,0.56
1242,5563,0.67
1248,5563,0.64
1249,5563,0.66
1256,5563,0.7
1257,5563,0.7
1258,5563,0.66
1229,5564,0.66
1231,5564,0.64
1235,5564,0.64
1237,5564,0.64
1238,5564,0.65
1256,5564,0.64
1257,5564,0.66
1258,5564,0.68
1228,5576,0.65
1229,5576,0.61
1230,5576,0.67
1231,5576,0.63
1248,5576,0.67
1249,5576,0.66
1250,5576,0.63
1251,5576,0.63
1256,5576,0.63
1257,5576,0.61
1228,5578,0.65
1230,5578,0.63
1231,5578,0.62
1240,5578,0.66
1241,5578,0.64
1242,5578,0.64
1248,5578,0.63
1249,5578,0.64
1250,5578,0.64
1251,5578,0.63
1234,5579,0.69
1235,5579,0.67
1236,5579,0.66
1237,5579,0.65
1244,5579,0.67
1252,5579,0.64
1253,5579,0.65
1231,5580,0.62
1235,5580,0.54
1237,5580,0.62
1238,5580,0.67
1256,5580,0.62
1257,5580,0.64
1258,5580,0.68
1234,5581,0.64
1235,5581,0.64
1237,5581,0.63
1238,5581,0.63
1244,5581,0.62
1258,5581,0.64
1220,5582,0.64
1222,5582,0.69
1231,5582,0.64
1238,5582,0.64
1242,5582,0.65
1249,5582,0.62
1256,5582,0.64
1257,5582,0.66
1258,5582,0.65
1219,5583,0.64
1223,5583,0.64
1227,5583,0.64
1234,5583,0.65
1235,5583,0.64
1236,5583,0.68
1237,5583,0.62
1239,5583,0.54
1244,5583,0.64
1245,5583,0.64
1246,5583,0.62
1252,5583,0.66
1253,5583,0.69
1229,5584,0.64
1235,5584,0.62
1237,5584,0.64
1238,5584,0.64
1256,5584,0.62
1257,5584,0.62
1258,5584,0.63
1254,5585,0.65
1255,5585,0.65
1226,5586,0.69
1254,5586,0.65
1255,5586,0.64
1223,5587,0.64
1227,5587,0.69
1232,5587,0.62
1234,5587,0.54
1236,5587,0.64
1239,5587,0.65
1244,5587,0.62
1245,5587,0.68
1246,5587,0.64
1252,5587,0.64
1253,5587,0.64
1228,5588,0.69
1230,5588,0.68
1231,5588,0.62
1240,5588,0.68
1241,5588,0.64
1242,5588,0.64
1248,5588,0.68
1249,5588,0.64
1250,5588,0.64
1251,5588,0.64
1256,5588,0.62
1257,5588,0.54
1229,5589,0.69
1231,5589,0.65
1238,5589,0.63
1242,5589,0.64
1249,5589,0.62
1256,5589,0.64
1257,5589,0.66
1258,5589,0.64
1231,5590,0.64
1240,5590,0.68
1241,5590,0.63
1242,5590,0.64
1248,5590,0.68
1249,5590,0.66
1250,5590,0.64
1251,5590,0.64
1256,5590,0.62
1257,5590,0.62
1228,5591,0.62
1229,5591,0.64
1230,5591,0.64
1231,5591,0.69
1238,5591,0.64
1240,5591,0.62
1242,5591,0.63
1248,5591,0.64
1249,5591,0.65
1256,5591,0.68
1257,5591,0.63
1258,5591,0.62
1223,5592,0.62
1227,5592,0.64
1232,5592,0.67
1239,5592,0.66
1243,5592,0.65
1245,5592,0.64
1246,5592,0.64
1252,5592,0.54
1234,5594,0.69
1235,5594,0.63
1236,5594,0.64
1237,5594,0.64
1244,5594,0.68
1252,5594,0.64
1253,5594,0.64
1234,5595,0.68
1235,5595,0.67
1236,5595,0.65
1237,5595,0.64
1244,5595,0.68
1252,5595,0.64
1253,5595,0.65
1227,5596,0.64
1234,5596,0.64
1235,5596,0.64
1236,5596,0.68
1237,5596,0.63
1244,5596,0.63
1245,5596,0.62
1246,5596,0.54
1252,5596,0.64
1253,5596,0.67
1219,5597,0.66
1220,5597,0.62
1221,5597,0.64
1223,5597,0.62
1224,5597,0.62
1234,5597,0.63
1235,5597,0.68
1236,5597,0.64
1237,5597,0.67
1244,5597,0.64
1252,5597,0.62
1253,5597,0.64
1220,5598,0.66
1221,5598,0.63
1222,5598,0.64
1224,5598,0.64
1229,5598,0.64
1231,5598,0.62
1237,5598,0.62
1238,5598,0.69
1242,5598,0.54
1256,5598,0.64
1257,5598,0.64
1258,5598,0.68
1232,5599,0.65
1236,5599,0.62
1239,5599,0.69
1243,5599,0.63
1245,5599,0.63
1246,5599,0.68
1252,5599,0.63
1253,5599,0.62
1231,5600,0.62
1240,5600,0.69
1241,5600,0.64
1242,5600,0.64
1248,5600,0.66
1249,5600,0.64
1250,5600,0.65
1251,5600,0.64
1256,5600,0.62
1228,5601,0.64
1230,5601,0.62
1240,5601,0.64
1241,5601,0.69
1248,5601,0.62
1249,5601,0.62
1250,5601,0.67
1251,5601,0.64
1218,5602,0.63
1222,5602,0.64
1228,5602,0.64
1229,5602,0.64
1230,5602,0.64
1231,5602,0.64
1240,5602,0.65
1242,5602,0.69
1248,5602,0.64
1249,5602,0.66
1250,5602,0.54
1251,5602,0.62
1256,5602,0.64
1257,5602,0.64
1226,5603,0.62
1232,5603,0.64
1239,5603,0.54
1243,5603,0.65
1255,5603,0.66
1234,5604,0.66
1235,5604,0.64
1236,5604,0.63
1237,5604,0.64
1244,5604,0.69
1245,5604,0.62
1252,5604,0.64
1253,5604,0.63
1232,5605,0.65
1236,5605,0.62
1239,5605,0.68
1243,5605,0.63
1245,5605,0.64
1246,5605,0.68
1252,5605,0.63
1253,5605,0.62
1227,5606,0.68
1232,5606,0.62
1236,5606,0.64
1239,5606,0.64
1243,5606,0.54
1244,5606,0.54
1245,5606,0.68
1246,5606,0.67
1252,5606,0.65
1253,5606,0.64
1247,5607,0.69
1222,5608,0.54
1228,5608,0.68
1229,5608,0.54
1230,5608,0.68
1231,5608,0.64
1240,5608,0.67
1241,5608,0.62
1242,5608,0.64
1248,5608,0.69
1249,5608,0.66
1250,5608,0.64
1251,5608,0.65
1256,5608,0.62
1257,5608,0.62
1228,5609,0.63
1229,5609,0.62
1230,5609,0.67
1231,5609,0.65
1240,5609,0.63
1241,5609,0.62
1242,5609,0.63
1248,5609,0.66
1249,5609,0.69
1250,5609,0.62
1251,5609,0.64
1256,5609,0.64
1257,5609,0.62
1240,5610,0.64
1241,5610,0.68
1249,5610,0.62
1250,5610,0.69
1251,5610,0.66
1228,5611,0.64
1230,5611,0.64
1240,5611,0.64
1241,5611,0.64
1242,5611,0.62
1248,5611,0.64
1249,5611,0.64
1250,5611,0.66
1251,5611,0.69
1219,5612,0.64
1223,5612,0.67
1227,5612,0.65
1234,5612,0.64
1235,5612,0.62
1236,5612,0.68
1237,5612,0.62
1239,5612,0.62
1244,5612,0.65
1245,5612,0.64
1246,5612,0.63
1252,5612,0.69
1253,5612,0.68
1219,5613,0.62
1223,5613,0.68
1227,5613,0.64
1234,5613,0.62
1235,5613,0.62
1236,5613,0.63
1239,5613,0.63
1244,5613,0.64
1245,5613,0.64
1246,5613,0.64
1252,5613,0.68
1253,5613,0.64
1254,5614,0.63
1254,5615,0.68
1228,5616,0.62
1242,5616,0.64
1248,5616,0.62
1249,5616,0.64
1256,5616,0.69
1257,5616,0.66
1258,5616,0.64
1220,5617,0.64
1222,5617,0.68
1224,5617,0.62
1229,5617,0.68
1230,5617,0.54
1231,5617,0.64
1238,5617,0.64
1242,5617,0.64
1249,5617,0.62
1256,5617,0.63
1257,5617,0.69
1258,5617,0.64
1220,5618,0.67
1221,5618,0.64
1222,5618,0.64
1224,5618,0.64
1229,5618,0.64
1231,5618,0.62
1237,5618,0.62
1238,5618,0.68
1256,5618,0.64
1257,5618,0.64
1258,5618,0.69
1228,5619,0.77
1229,5619,0.55
1230,5619,0.76
1231,5619,0.7
1232,5619,0.54
1233,5619,0.54
1234,5619,0.54
1235,5619,0.54
1236,5619,0.54
1237,5619,0.54
1238,5619,0.55
1239,5619,0.54
1240,5619,0.78
1241,5619,0.71
1242,5619,0.71
1243,5619,0.54
1244,5619,0.54
1245,5619,0.54
1246,5619,0.54
1248,5619,0.76
1249,5619,0.73
1250,5619,0.73
1251,5619,0.73
1252,5619,0.54
1253,5619,0.54
1254,5619,0.54
1255,5619,0.54
1256,5619,0.7
1257,5619,0.55
1258,5619,0.55
1225,5657,0.72
1226,5657,0.77
1227,5657,0.53
1228,5657,0.53
1229,5657,0.53
1230,5657,0.53
1231,5657,0.53
1232,5657,0.54
1233,5657,0.53
1234,5657,0.53
1235,5657,0.53
1236,5657,0.53
1237,5657,0.53
1238,5657,0.53
1239,5657,0.53
1240,5657,0.53
1242,5657,0.53
1243,5657,0.54
1244,5657,0.53
1245,5657,0.53
1246,5657,0.53
1248,5657,0.53
1249,5657,0.53
1251,5657,0.53
1252,5657,0.53
1253,5657,0.53
1254,5657,0.72
1255,5657,0.7
1256,5657,0.54
1257,5657,0.53
1258,5657,0.53
1226,5667,0.52
1222,5668,0.52
1223,5668,0.54
1224,5668,0.52
1225,5668,0.74
1226,5668,0.79
1227,5668,0.54
1228,5668,0.52
1229,5668,0.52
1230,5668,0.52
1231,5668,0.52
1232,5668,0.55
1233,5668,0.52
1234,5668,0.54
1235,5668,0.54
1236,5668,0.54
1237,5668,0.54
1238,5668,0.52
1239,5668,0.54
1240,5668,0.52
1242,5668,0.52
1243,5668,0.55
1244,5668,0.54
1245,5668,0.54
1246,5668,0.54
1248,5668,0.52
1249,5668,0.52
1251,5668,0.52
1252,5668,0.54
1253,5668,0.54
1254,5668,0.74
1255,5668,0.72
1256,5668,0.52
1257,5668,0.52
1258,5668,0.52
1220,5680,0.53
1221,5680,0.53
1222,5680,0.53
1223,5680,0.53
1224,5680,0.53
1225,5680,0.72
1226,5680,0.77
1227,5680,0.53
1228,5680,0.53
1229,5680,0.53
1230,5680,0.53
1231,5680,0.53
1232,5680,0.54
1233,5680,0.53
1234,5680,0.53
1235,5680,0.53
1236,5680,0.53
1237,5680,0.53
1238,5680,0.53
1239,5680,0.53
1240,5680,0.53
1242,5680,0.53
1243,5680,0.54
1244,5680,0.53
1245,5680,0.53
1246,5680,0.53
1248,5680,0.53
1249,5680,0.53
1251,5680,0.53
1252,5680,0.53
1253,5680,0.53
1254,5680,0.72
1255,5680,0.7
1256,5680,0.53
1257,5680,0.53
1258,5680,0.53
1218,5681,0.54
1219,5681,0.53
1220,5681,0.53
1221,5681,0.53
1222,5681,0.53
1223,5681,0.53
1224,5681,0.53
1225,5681,0.72
1226,5681,0.77
1227,5681,0.53
1228,5681,0.53
1229,5681,0.53
1230,5681,0.53
1231,5681,0.53
1232,5681,0.54
1233,5681,0.53
1234,5681,0.53
1235,5681,0.53
1236,5681,0.53
1237,5681,0.53
1238,5681,0.53
1239,5681,0.53
1240,5681,0.53
1242,5681,0.53
1243,5681,0.54
1244,5681,0.53
1245,5681,0.53
1246,5681,0.53
1248,5681,0.53
1249,5681,0.53
1251,5681,0.53
1252,5681,0.53
1253,5681,0.53
1254,5681,0.72
1255,5681,0.7
1256,5681,0.53
1257,5681,0.53
1258,5681,0.53
1225,5684,0.72
1226,5684,0.77
1227,5684,0.53
1228,5684,0.53
1229,5684,0.53
1230,5684,0.53
1231,5684,0.53
1232,5684,0.54
1233,5684,0.53
1234,5684,0.53
1235,5684,0.53
1236,5684,0.53
1237,5684,0.53
1238,5684,0.53
1239,5684,0.53
1240,5684,0.53
1242,5684,0.53
1243,5684,0.54
1244,5684,0.53
1245,5684,0.53
1246,5684,0.53
1248,5684,0.53
1249,5684,0.53
1251,5684,0.53
1252,5684,0.53
1253,5684,0.53
1254,5684,0.72
1255,5684,0.7
1256,5684,0.53
1257,5684,0.53
1258,5684,0.53
1254,5699,0.65
1255,5699,0.64
1218,5729,0.53
1219,5729,0.53
1220,5729,0.54
1221,5729,0.54
1222,5729,0.54
1223,5729,0.54
1224,5729,0.54
1225,5729,0.73
1226,5729,0.77
1227,5729,0.54
1228,5729,0.53
1229,5729,0.53
1230,5729,0.53
1231,5729,0.53
1232,5729,0.54
1233,5729,0.53
1234,5729,0.53
1235,5729,0.53
1236,5729,0.53
1237,5729,0.53
1238,5729,0.53
1239,5729,0.53
1240,5729,0.54
1242,5729,0.54
1243,5729,0.55
1244,5729,0.54
1245,5729,0.54
1246,5729,0.54
1248,5729,0.53
1249,5729,0.53
1251,5729,0.54
1252,5729,0.54
1253,5729,0.54
1254,5729,0.73
1255,5729,0.71
1256,5729,0.54
1257,5729,0.54
1258,5729,0.53
1231,5790,0.53
1232,5790,0.54
1233,5790,0.53
1234,5790,0.53
1235,5790,0.53
1236,5790,0.53
1237,5790,0.53
1238,5790,0.54
1239,5790,0.53
1240,5790,0.54
1242,5790,0.54
1243,5790,0.55
1244,5790,0.54
1245,5790,0.53
1246,5790,0.54
1248,5790,0.54
1249,5790,0.53
1251,5790,0.54
1252,5790,0.54
1253,5790,0.54
1254,5790,0.73
1255,5790,0.7
1256,5790,0.54
1257,5790,0.54
1258,5790,0.54
1218,5815,0.53
1219,5815,0.53
1220,5815,0.54
1221,5815,0.54
1222,5815,0.54
1223,5815,0.54
1224,5815,0.53
1225,5815,0.73
1226,5815,0.77
1227,5815,0.53
1228,5815,0.53
1229,5815,0.53
1230,5815,0.53
1231,5815,0.53
1232,5815,0.54
1233,5815,0.53
1234,5815,0.53
1235,5815,0.53
1236,5815,0.53
1237,5815,0.53
1238,5815,0.54
1239,5815,0.53
1240,5815,0.54
1242,5815,0.54
1243,5815,0.55
1244,5815,0.53
1245,5815,0.54
1246,5815,0.54
1248,5815,0.54
1249,5815,0.53
1251,5815,0.54
1252,5815,0.54
1253,5815,0.54
1254,5815,0.72
1255,5815,0.71
1256,5815,0.54
1257,5815,0.53
1258,5815,0.54
1234,5817,0.53
1235,5817,0.53
1236,5817,0.53
1237,5817,0.53
1238,5817,0.54
1239,5817,0.53
1240,5817,0.54
1242,5817,0.54
1243,5817,0.55
1244,5817,0.54
1245,5817,0.54
1246,5817,0.53
1248,5817,0.54
1249,5817,0.53
1251,5817,0.54
1252,5817,0.54
1253,5817,0.54
1254,5817,0.73
1255,5817,0.71
1256,5817,0.53
1257,5817,0.53
1258,5817,0.54
1222,5843,0.53
1223,5843,0.54
1224,5843,0.54
1225,5843,0.73
1226,5843,0.77
1227,5843,0.54
1228,5843,0.54
1229,5843,0.54
1230,5843,0.53
1231,5843,0.54
1232,5843,0.54
1233,5843,0.54
1234,5843,0.54
1235,5843,0.54
1236,5843,0.54
1237,5843,0.54
1238,5843,0.53
1239,5843,0.53
1240,5843,0.53
1242,5843,0.53
1243,5843,0.54
1244,5843,0.53
1245,5843,0.53
1246,5843,0.53
1248,5843,0.54
1249,5843,0.54
1251,5843,0.54
1252,5843,0.53
1253,5843,0.54
1254,5843,0.73
1255,5843,0.71
1256,5843,0.54
1257,5843,0.54
1258,5843,0.53
1231,5955,0.52
1232,5955,0.56
1233,5955,0.53
1234,5955,0.54
1235,5955,0.55
1236,5955,0.55
1237,5955,0.55
1238,5955,0.53
1239,5955,0.55
1240,5955,0.53
1242,5955,0.53
1243,5955,0.56
1244,5955,0.54
1245,5955,0.55
1246,5955,0.55
1248,5955,0.52
1249,5955,0.52
1251,5955,0.52
1225,5957,0.65
1226,5957,0.68
1254,5957,0.65
1255,5957,0.64
1225,5983,0.75
1226,5983,0.79
1227,5983,0.55
1228,5983,0.53
1229,5983,0.53
1230,5983,0.53
1231,5983,0.52
1232,5983,0.55
1233,5983,0.53
1234,5983,0.54
1235,5983,0.55
1236,5983,0.55
1237,5983,0.55
1248,5983,0.52
1249,5983,0.52
1251,5983,0.52
1252,5983,0.54
1253,5983,0.54
1254,5983,0.74
1255,5983,0.72
1256,5983,0.52
1257,5983,0.52
1258,5983,0.52
1222,5985,0.54
1223,5985,0.54
1224,5985,0.53
1225,5985,0.73
1226,5985,0.77
1227,5985,0.54
1228,5985,0.54
1229,5985,0.54
1230,5985,0.54
1231,5985,0.53
1232,5985,0.55
1233,5985,0.54
1234,5985,0.53
1235,5985,0.54
1236,5985,0.54
1237,5985,0.54
1238,5985,0.54
1239,5985,0.54
1240,5985,0.54
1242,5985,0.54
1243,5985,0.55
1244,5985,0.53
1245,5985,0.54
1246,5985,0.54
1248,5985,0.53
1249,5985,0.53
1251,5985,0.53
1252,5985,0.53
1253,5985,0.53
1254,5985,0.72
1255,5985,0.7
1256,5985,0.53
1257,5985,0.53
1258,5985,0.54
1231,5986,0.52
1232,5986,0.56
1233,5986,0.53
1234,5986,0.54
1235,5986,0.54
1236,5986,0.55
1237,5986,0.55
1238,5986,0.53
1239,5986,0.55
1240,5986,0.53
1242,5986,0.53
1243,5986,0.56
1244,5986,0.54
1245,5986,0.54
1246,5986,0.55
1248,5986,0.52
1249,5986,0.52
1251,5986,0.52
1252,5986,0.54
1253,5986,0.54
1254,5986,0.74
1255,5986,0.72
1256,5986,0.52
1257,5986,0.52
1258,5986,0.53
1218,6011,0.53
1219,6011,0.54
1220,6011,0.53
1221,6011,0.53
1222,6011,0.54
1223,6011,0.54
1231,6011,0.53
1232,6011,0.55
1233,6011,0.54
1234,6011,0.54
1235,6011,0.54
1236,6011,0.54
1237,6011,0.53
1238,6011,0.53
1239,6011,0.53
1240,6011,0.53
1242,6011,0.53
1243,6011,0.54
1244,6011,0.53
1245,6011,0.53
1246,6011,0.53
1248,6011,0.53
1249,6011,0.53
1251,6011,0.53
1252,6011,0.53
1253,6011,0.53
1254,6011,0.72
1255,6011,0.7
1256,6011,0.53
1257,6011,0.53
1258,6011,0.54
1226,6038,0.53
1218,6042,0.54
1219,6042,0.54
1220,6042,0.53
1221,6042,0.53
1222,6042,0.53
1223,6042,0.54
1224,6042,0.54
1225,6042,0.73
1226,6042,0.77
1227,6042,0.54
1228,6042,0.54
1229,6042,0.54
1230,6042,0.53
1231,6042,0.53
1232,6042,0.54
1233,6042,0.54
1234,6042,0.54
1235,6042,0.54
1236,6042,0.54
1237,6042,0.54
1238,6042,0.53
1239,6042,0.53
1240,6042,0.53
1242,6042,0.53
1243,6042,0.54
1244,6042,0.53
1245,6042,0.53
1246,6042,0.53
1248,6042,0.53
1249,6042,0.53
1251,6042,0.53
1252,6042,0.53
1253,6042,0.53
1254,6042,0.72
1255,6042,0.7
1256,6042,0.53
1257,6042,0.53
1258,6042,0.53
1226,6067,0.54
1222,6069,0.53
1223,6069,0.53
1224,6069,0.54
1225,6069,0.73
1226,6069,0.77
1227,6069,0.54
1228,6069,0.53
1229,6069,0.54
1230,6069,0.54
1231,6069,0.54
1232,6069,0.54
1233,6069,0.53
1234,6069,0.54
1235,6069,0.54
1236,6069,0.54
1237,6069,0.54
1238,6069,0.53
1239,6069,0.54
1240,6069,0.54
1242,6069,0.53
1243,6069,0.54
1244,6069,0.54
1245,6069,0.54
1246,6069,0.54
1248,6069,0.53
1249,6069,0.54
1251,6069,0.54
1252,6069,0.53
1253,6069,0.53
1254,6069,0.73
1255,6069,0.71
1256,6069,0.54
1257,6069,0.54
1258,6069,0.53
1226,6095,0.53
1227,6097,0.54
1228,6097,0.54
1229,6097,0.54
1230,6097,0.54
1231,6097,0.54
1232,6097,0.54
1233,6097,0.54
1234,6097,0.54
1235,6097,0.53
1236,6097,0.53
1237,6097,0.54
1238,6097,0.54
1239,6097,0.54
1240,6097,0.54
1242,6097,0.53
1243,6097,0.55
1244,6097,0.54
1245,6097,0.53
1246,6097,0.53
1248,6097,0.54
1249,6097,0.54
1251,6097,0.54
1252,6097,0.53
1253,6097,0.54
1254,6097,0.73
1255,6097,0.7
1256,6097,0.53
1257,6097,0.54
1258,6097,0.53
1226,6123,0.54
1225,6151,0.65
1226,6151,0.68
1254,6151,0.65
1255,6151,0.64
1226,6178,0.53
1229,6181,0.53
1242,6181,0.52
1243,6181,0.55
1244,6181,0.54
1245,6181,0.54
1246,6181,0.54
1248,6181,0.53
1249,6181,0.53
1251,6181,0.53
1252,6181,0.55
1253,6181,0.54
1254,6181,0.74
1255,6181,0.73
1256,6181,0.53
1257,6181,0.53
1258,6181,0.53
1226,6206,0.53
1225,6209,0.75
1226,6209,0.79
1227,6209,0.54
1228,6209,0.52
1229,6209,0.53
1230,6209,0.53
1231,6209,0.53
